sentence,label,class
right right reason,neither,0
got reason,neither,0
michael backwards like 100,neither,0
message ronnie backwards like 100,neither,0
michael backwards like 100 know,neither,0
message ronnie aur backwards like 100,neither,0
message ronnie backwards like 100 know,neither,0
ericsson,neither,0
ericsson jackpot,neither,0
ericsson jack,neither,0
underground,neither,0
grams replay,neither,0
underground right way,neither,0
grams right way,neither,0
street ground understand people,neither,0
street ground understand,neither,0
winstric ground understand people,neither,0
winstric ground understand,neither,0
street ground people,neither,0
streak underground seems like smart today,neither,0
street underground seems like smart today,neither,0
streak underground seems like im smart today,neither,0
streak underground seem like smart today,neither,0
streak underground seems like smart today want person hu,neither,0
redbus alright,neither,0
features alright,neither,0
redbus features alright,neither,0
feature alright,neither,0
nice age rfc jackpot jack desperate,neither,0
nice age rc jackpot jack desperate,neither,0
nice age rfc jackpot jacky,neither,0
nice age rfc jackpot jack desperate madhosh,neither,0
nice age rfc jackpot jacky desperate,neither,0
underground go 500 g underground rain,neither,0
underground rain,neither,0
scheme getting underground,neither,0
scheme getting ground,neither,0
scheme around getting ground,neither,0
scheme around getting underground,neither,0
scheme paidal getting ground,neither,0
guy one star rights girl last baby,neither,0
guy one star rights,neither,0
guy one star rights girl last baby,neither,0
guy one stars girl last baby,neither,0
guy one star right girl last baby,neither,0
got green earth simirate please open,neither,0
got green earth simirate please open,neither,0
got green earth simirate open,neither,0
got green earth simirate open,neither,0
got green earth simirate please take please open,neither,0
hey please,neither,0
please answer,neither,0
please,neither,0
please copy,neither,0
,neither,0
,neither,0
,neither,0
current,neither,0
upgrade upgrade uproad summer holding everything need without explain think,neither,0
upgrade upgrade uproad summer holding everything need without explain think players,neither,0
upgrade upgrade uproad summer holding everything need without explain didnt think,neither,0
upgrade upgrade uproad summer holding everything need without explain think,neither,0
upgrade upgrade uproad summer holding everything need without explain didnt think players,neither,0
bye ground bit ground,neither,0
bye ground bit underground,neither,0
ap ap inside,neither,0
cant ap ap inside,neither,0
ap ap inside united,neither,0
cant ap ap inside united,neither,0
better,neither,0
better hi,neither,0
better,neither,0
better hi,neither,0
,neither,0
technically way,neither,0
technically similar way,neither,0
house,neither,0
600 oh god,neither,0
600 oh god,neither,0
house nice,neither,0
600 oh god nice,neither,0
tap message,neither,0
tap coding message,neither,0
tap coding tft message,neither,0
f tap message,neither,0
f tap coding message,neither,0
oh god house,neither,0
oh god know,neither,0
oh god house ones mind,neither,0
think bts necessary,neither,0
okay think bts necessary,neither,0
think bcs necessary,neither,0
think bts necessary,neither,0
think come bts necessary,neither,0
way play rich plateau,neither,0
way play rich plateau,neither,0
way play rich plate,neither,0
way play rich plate,neither,0
way playing rich plateau,neither,0
come change turned somehow place axis please please chat okay alright,neither,0
come change turned somehow place axis please please chat okay alright,neither,0
come change turned somehow place please please chat okay alright,neither,0
come change turned somehow place axis please please chat okay,neither,0
come change turned somehow place please please chat okay alright,neither,0
sado carry,neither,0
sado carry,neither,0
sadri,neither,0
sado carrying,neither,0
parameter 24,neither,0
parameters 24,neither,0
24,neither,0
parameter,neither,0
life way kid know playing browser know whats administrative,neither,0
life way kid know playing browser whats administrative,neither,0
life way beat kid know playing browser know whats administrative,neither,0
life way kid know playing browser know whats administrative,neither,0
life way beat kid know playing browser whats administrative,neither,0
okay getting unit like actually like eating dinner,neither,0
okay getting everything goal unit like actually like eating dinner,neither,0
okay getting like actually like eating dinner,neither,0
okay getting actually print like actually like eating dinner,neither,0
okay getting unit like actually like eating dinner today,neither,0
buy crack right,neither,0
buy crack right according documentation,neither,0
buy crack right place,neither,0
buy crack right coding documentation,neither,0
buy crack right okay,neither,0
distance looks looks yes need need like,neither,0
distance looks looks need need like,neither,0
distance distance yes need need like,neither,0
distance looks looks yes need need like,neither,0
