sentence,label,class
you really hate you did you have to know your action,neither,0
send you really hate you came dont you do you have to know,neither,0
games anything,neither,0
games anything games,neither,0
samsung not available as long,neither,0
as long,neither,0
samsung not available long,neither,0
samsung not available complete as long,neither,0
samsung as long,neither,0
tsunami o my talking about dude,neither,0
o my talking about dude,neither,0
tsunami oh my talking about dude,neither,0
oh my talking about dude,neither,0
tsunami o my talking about you,neither,0
where i should nice,neither,0
i should nice,neither,0
why where i should nice,neither,0
why i should nice,neither,0
turn off yeah,neither,0
yeah listen,neither,0
turn off yeah listen,neither,0
fast and for house,neither,0
fast me and for house,neither,0
fast and furious,neither,0
fast and furious aslam,neither,0
fast me and furious,neither,0
vasama sasha the voice to know other when i reach there,neither,0
vasama saw share the voice to know other when i reach there,neither,0
vasama sasha the voice to know i know when you reach there,neither,0
vasama sasha the voice to know other,neither,0
united united,neither,0
unitary hall,neither,0
united arab,neither,0
process process in unani season,neither,0
in unani season,neither,0
share price process process in unani season,neither,0
share price in unani season,neither,0
process in unani season,neither,0
nemesis and i get smart the boss,neither,0
nemesis are season i get smart the boss,neither,0
nemesis and i get smart,neither,0
nemesis are season i get smart,neither,0
nemesis and i get smart amin the boss,neither,0
who is 30 seconds launching,neither,0
who is 30 seconds,neither,0
how many talking people are there your commerce like i am so late,neither,0
how many talking people are there your commerce ranking,neither,0
how many talking people are there your commerce like i am so late for us,neither,0
how many talking people your commerce,neither,0
my who is,neither,0
who is,neither,0
hawa hawa,neither,0
best mobile,neither,0
best phone,neither,0
best phone is mobile,neither,0
genesis oh my god,neither,0
genesis bad oh my god,neither,0
joint spider-man oh my god,neither,0
anurag the names start anything,neither,0
anurag 11 the names start anything,neither,0
anurag the names start anything and you also,neither,0
anurag the names start anything i love,neither,0
anurag 115 versus the names start anything,neither,0
how is no money,neither,0
how is no money here,neither,0
i watch,neither,0
no i watch,neither,0
you many account i watch,neither,0
forever hidden of you now just now and i think,neither,0
forever hidden of you now just now anything,neither,0
forever hidden of you now anything,neither,0
forever hidden of you now just think,neither,0
no talking where are you friend,neither,0
i know thats friend,neither,0
i know wrong,neither,0
i know its from,neither,0
on off,neither,0
on hotstar,neither,0
husband husband,neither,0
husband husband wife story,neither,0
husband husband wife,neither,0
alright what is the phone game of fun day how you virgin had a show pic every single game extra for one i am done for you,neither,0
alright what is the phone game of fun day how you urgent had a show pic every single game extra for one i am done for you,neither,0
alright what is the phone game of fun day how you urgent had a show pic every single game extra for one i am done,neither,0
alright what is the phone game of fun day how you virgin had a show pic every single game extra for 1 i am done for you,neither,0
random if you,neither,0
instant from branch,neither,0
send from branch,neither,0
instant from,neither,0
instant from branch posture,neither,0
he should rest,neither,0
he should,neither,0
he is,neither,0
he was,neither,0
are you know how to sniper thank you,neither,0
are you know how to sniper,neither,0
ashraf aur ganesh,neither,0
lag raha hai junaid,neither,0
who is chairman,neither,0
who is chairman ishwar,neither,0
who is chairman ishwar what is your choice,neither,0
who is chairman ashok anand,neither,0
please call,neither,0
can i reached home,neither,0
aap please,neither,0
sonakshi sinha,neither,0
sonakshi sinha all the same,neither,0
sonakshi sinha the same,neither,0
correct format,neither,0
correct for,neither,0
happy something,neither,0
taking happy something,neither,0
can you show here happy something,neither,0
talking office,neither,0
office office,neither,0
talking office one,neither,0
bangladeshi motorcycle,neither,0
bangladesh motorcycle,neither,0
illustration name,neither,0
illusion name,neither,0
choice for now coming,neither,0
choice for now timing,neither,0
oh my darling,neither,0
oh my,neither,0
oh my talking,neither,0
princess oh my talking,neither,0
yes i just,neither,0
yes i just fortin,neither,0
does job,neither,0
can you search job,neither,0
does us job,neither,0
hello aditya,neither,0
question aditya,neither,0
question hello aditya,neither,0
oh so i dont know i drop aditya,neither,0
jobs received,neither,0
jobs receipt,neither,0
jobs recei,neither,0
thats why back,neither,0
thats my bag,neither,0
thats my back,neither,0
thats my back bro,neither,0
whatsapp message,neither,0
whats the moses,neither,0
whats the message,neither,0
whats moses,neither,0
i want to know,neither,0
free hun bus,neither,0
free hun,neither,0
nikita kitchen,neither,0
taki taki,neither,0
nikita ki jay,neither,0
rocking star,neither,0
i want rocking star,neither,0
sometime rocking star,neither,0
agar aap,neither,0
candy crush,neither,0
ashok ke bina,neither,0
its okay beena the tab,neither,0
so ke bina,neither,0
its okay,neither,0
its okay beena,neither,0
write an 800 exposes words,neither,0
price in 800 exposes words,neither,0
write an 800 exposes slugs,neither,0
write an 800 explosive slugs,neither,0
we request you,neither,0
we request you know bro,neither,0
we request you no bro,neither,0
we request you no,neither,0
you have,neither,0
zomin you,neither,0
why baby,neither,0
there is,neither,0
why baby baby,neither,0
your brother,neither,0
cut cafe,neither,0
adhik news,neither,0
open adhik news,neither,0
kaisa hai adhik news,neither,0
open adhik,neither,0
no no no,neither,0
no no no no,neither,0
anika ji pickup,neither,0
anika ji pick up,neither,0
pawan ka,neither,0
abhi mausi,neither,0
abhi aaram mausi,neither,0
oh oh,neither,0
oh mummy,neither,0
what about vacation,neither,0
what about vacation then,neither,0
vacation then,neither,0
what about,neither,0
n n n n,neither,0
n n n n n,neither,0
aishwarya rai,neither,0
yadav girls,neither,0
yes wait,neither,0
mahatma gandhi,neither,0
yes my product,neither,0
without lucky,neither,0
without you,neither,0
without lucky to south africa,neither,0
